sentiment,review
positive,"this movie has a great message,a impressive cast, ellen burstyn, samantha mathis, jodelle ferland was years old when she made this movie ellen burstyn and jodelle ferland have both been nominated for best actress in a tv drama at the up coming emmy awards in new york, peter masterson director has been nominated best director tv drama at the emmy awards also. april , , jodelle ferland won , best actress in a tv drama, at the young artist awards, in studio city, ca. i can see why they have nominations. mermaid is a true story, during the cridits they have the real family on the set, something you do not see often. you can find mermaid at all blockbuster video stores. do watch it,you will be glad you did."
positive,house of games has a strong story where obsession and illusion play a big part. a psychologist offers to help a patient with his gambling debts and gets caught at the game. have you ever felt fascination for something that was both dangerous and wrong? watch what happens if you pursue this urge and go all the way. sit on the edge of your chair as tricksters are being tricked and victims turn into perpetrators. you are never sure of who is exactly who in this movie. this is both a quality and a drawback of the script. as the movie ends you feel that the story lacks a bit of consistency. but all this is largely compensated by the excellent psychological development. this is definitely one of the best movies about gambling.
positive,"first off, i am not some justin timberlake fangirl obsessed with making him look good, in fact i am not even a huge justin fan, but i did like this movie. i work at a video store and when i saw this movie with its huge cast that i would never even heard of i had to see what it was about. i did not find justin s acting that bad, it was clearly the worst out of the group, but it is a pretty impressive group, with cary elwes and dylan mcdermott being two names that did not even make the first credits list. the story is basic, a journalist uncovering corrupt cops, but i found it well done. l l cool j s character was clearly conflicted, but i honestly did not know what he would do in the end. morgan freeman is as always, the wise mentor figure he does so well, and as much as i love kevin spacey, he was kind of just there. his character did not have a whole lot of substance, but it is kevin spacey, he can do no wrong. surprisingly i thought dylan mcdermott gave the best performance as a homicidal cop. truly believable and really in character, he freaked me out a couple of times. i was really expecting a lot of cheesiness to be honest. horrible catchphrases, unjustified action sequences, stuff like that, but it was surprisingly well done and i did not find any of that. every shooting had a point, it was not clich d, pretty solid really. overall, amazing cast, decent story that kept me interested and just enough action to make me jump. i do not know why it did not appear in theatres, it was better than some garbage i have seen on the big screen. i would say it is worth seeing."
positive,"a well made and imaginative production, refreshingly free from clich , this somewhat picaresque affair recounts a tale of a close friendship that develops between a man and a boy under less than ideal conditions the man an escaped convict who has kidnapped the youth for his value as a hostage. expertly directed by alan gibson with a fine sense for balanced narrative movement, the film provides freshness in nearly every scene, as felon martin steckert richard harris , believing that his rejection for parole was particularly undeserved, contrives a convoluted but ultimately successful escape plan, following which his spontaneous nature comes to the fore as he flees to the lakeside residence of his childhood. often bursting into song or dancing a few steps, the capricious steckert gradually gains the trust and affection of his captive and, as police close in for an inevitable showdown, the tethered pair are seen to be a great deal alike in their responses to forms of rejection, as discerned by a psychiatrist lindsay wagner assigned to aid a zealous police lieutenant james coburn who is in charge of the manhunt for steckert and his prisoner . this is an engrossing story, worth telling, a quickly paced and novel adventure that profits from a capital performance by harris, fine turns from wagner, coburn, and karen black, along with justin henry as the snatched lad, with an appropriately whimsical score contributed by wilfred josephs, and top notch cinematography by frank watts, with all footage shot in a beautiful autumnal ontario province."
positive,"first off, i would like to make a correction on another review of this film which said that the last musical to win the best picture academy award was gigi in . that is misinformation as west side story won in , my fair lady won in and sound of music won the year after that. that said, this film is absolutely fantastic! the story from the novel has been somewhat altered, but that is more because of the limitations that they had on a stage that they just did not change back for a filmed version. however, i do not mind. in fact, i rather think the whole production flows better than the novel does. i like nancy bringing oliver to the bridge with her and being killed there instead of later in the apartment. the subtle things in this film are the ones that make me laugh. i love the moment mr. bumble and mrs. bumble start coming out at the beginning from the governors office. the underscore for that moment is brilliant. my three favorite actors for this film were jack wild, who plays the best dodger in any film version of the story, ron moody, a playful and humorous fagin this character is worked out much better than he is in the book , and shani wallis, who is the strongest, most distressed version of nancy. the only reason i am giving this film a instead of a is because of the two big production numbers which are concider yourself and who will buy. i always hate when the choreography in musicals in meant to look like people doing everyday chores and jobs. it looks awful and cheesy, especially when they are dancing at the london meat co. they should have just done regular choreography for these scenes. however, this film is a rare treasure that will stay with us, hopefully, forever."
positive,i was never a big fan of television until i watched for the first time. i got into the series very late. season ended before i even saw my very first episode. it was an episode of series that was on my parents dvr digital video recorder box while i was house sitting for the weekend. it took that one episode for me to be hook line and sinker into the world of jack bauer. and boy was i hooked!! i watched the next six episodes without blinking an eye. the next day i went to blockbuster and signed up for an unlimited month pass for twenty something dollars and needless to say it has been the greatest blockbuster money i have ever spent. i watched the first three seasons in three weeks. that is forty minute episodes!!! i will say that finding out what happens next is easier on dvd than waiting an entire week. i can only imagine the anticipation of watching season week to week!! i find it mildly torturous and cruel but i am going to give it a try and watch it just like the rest of america!! the dvr is set and you can bet i will be chomping at the bit!!
positive,a very strange and compelling movie. it is about a very awkward and tightly wound man who attempts to navigate his life as a door to door fundraiser salesman. the director was able to capture a very unnerving tone that really served the story well. original and unsettling while also finding a great deal of humor in the pain that accompanies life. there is a sequence at a testing facility that really stood out and made me laugh out loud which is not something i do as frequently as i should. one of the more memorable films i have seen in a long while. has not left my mind and i look forward to future efforts by bronstein. fantastic performances all around. the simple line i really appreciate it. is now iconic to me.
positive,"this is certainly one of my all time fav episodes of trek. there is just so much going on in this one film that its crazy cool. first the guys beam down to an alien planet that is about to explode. they meet a freaky librarian type dude very well played . then kirk manages to get himself transported back to what is very much like th century earth. mccoy and spock try to follow but instead nearly freeze to death on the frozen version of the alien world , years in the past. kirk manages to get himself locked up and charged with witchcraft while spock enjoys some amok time with a sexy cavegirl who was vanquished to the this frozen, awful world by some bad guy. spock decides hes happy where hes at and gives mccoy a royal assestment whuppin when the doc suggests they need to look for a way out. anyhow,they all finally escape, leaving the poor cavegirl behind. it takes a ton of convincing before spock finally gives in and leaves. you can literally taste the sadness at the end. leaving the cavegirl all alone in her frozen wasteland just seems cruel and is really touching. spock must have been out of his vulkin mind to leave behind his greatest hope for love and being human. albeit, in a not so nice neighborhood! anyway, you just get so much bang for your buck with this episode....a love story, the salem witch trials, spock as a human, the desperation of being left in total isolation...abandoned, and three entirely different settings on the alien planet. its amazing they managed to jam all this into one fifty minute film. this one is a classic, do not miss it....i want it on dvd fer shure vulcans!!!!!!"
positive,"enjoyed the movie and efficient confucian crime drama, the old order survives the threat posed by a brash young greedy man, no doubt representing modern society. i thought the final scene was strange and could not understand if we were to believe that big d was being punished for being greedy or it was part of the plan a long. i loved the scene and for once in a chinese movie, the violence was not a choreographed martial arts fest. on thing that always amuses me about hk films is that the main influence the british seem to have had is to introduce yes sir and sorry into the local language and its amusing that long after we have gone, they are still there."
positive,"this movie seems on the surface to be a run of mill kids movie that parents can regretfully watch with their mostly entertained little kids. the movie seems and is mostly geared towards children yet it does not stop on this level. i watched this movie first as a young child and found it to be funny, entertaining,and heartwarming and did not see it again for several years. i watched it again recently at age and found it to be almost as funny but just as heartwarming and entertaining. this movie is highly underrated and contains many messages of real life. this movie is an inspirational quest story that is made for kids yet epic in its own right. i recommend this movie to anyone of any age."
positive,"steve carell has made a career out of portraying the slightly odd straight guy, first on the daily show , and then in various supporting roles. in virgin, carell has found a clever and hilarious script that perfectly capitalizes on his strengths. carell plays andy stitzer, a middle aged man living a quiet, lonely life. andy is a little odd, but in an awkward nice guy sort of way. one night, while socializing with his co workers for the first time, andy accidentally reveals that he is a virgin. his co workers, david paul rudd , jay romany malco , and cal seth rogen initially tease andy about his situation. but it is clear that all three have a certain respect for the decent human being that andy is, and they resolve to help him out by assisting him in ending his virginity. and so begins andy s quest into adulthood. andy is the quintessential innocent, and the bulk of the humor derives from his naivet to the situations he finds himself in throughout the film. some of the humor is crude gross out stuff, but most of it is just well done intelligent comedy. in addition, i found some parts of the film actually pretty touching as andy finds himself developing both romantic relationships and friendships perhaps for the first time in his life. i am not trying to portray the movie as a love story or a drama it is a rolling in your seats comedy. still, every good comedy i have ever seen contains enough heart for you to care about the characters. a good comparison would be the wedding crashers from earlier this summer. virgin has a similar humor, but is perhaps a bit more vulgar in some of its jokes. i particularly loved the ending of the film, which i thought was a perfect way to end the flick. without giving anything away, it reminded me of something about mary . very light and fun it leaves you laughing and smiling, which is exactly how you should feel when you finish a comedy. i would highly recommend."
positive,"if, like me, you like your films to be unique, and unlike the majority of other movies, then i wholly recommend that you check out the beast. the film is a grotesque, erotic, fantasy fairytale that centres around a mythological beast that is rumoured to wander the grounds of a french mansion and lusts after women. the film is very daring with it is subject material, and that is something to give it credit for. the theme of bestiality is a definite taboo, and for good reason, i might add but the film conveys it straight and to the point. like other films that handle a taboo subject at their centre, the beast could have gone around it, and made us use our imagination to fill in the gaps, but borowczyk did not do that, and he is brave in that respect, especially as making a film like this will leave him open to all kinds of criticisms, but the fact that he went ahead with it, in my view, means a big thumbs up for the guy. the film starts off with a sequence that sees a randy male horse mount a female. this opener puts an exclamation mark on the film and prepares the audience, in some ways, for the incredible, tour de force of eroticism that they are about to see. the scenes which see the beast mate with the woman are gratuitous and shocking, and are bound to offend many people hence the reason it was banned for over years , but these scenes are not merely an excuse for borowczyk to shock the viewer this film has a defining point. as said during the film the only difference between man and beast is intelligence. both man and beast have instincts, only man knows how to control them. the beast explores this difference between man and beast through sexuality the fantasy sequence in which the beast appears epitomises the control of human desire, and it is only when the central female character let us go of her control that she can see the beast. the film has strong themes of the age old story of beauty and beast weaved into it, and overall this is a shockingly morbid tale of lust, but not without a moral. many criticise the scenes around the film s shocking sex sequences for being boring, but these scenes are important to the film s story. without these scenes, we would not get to know the characters or the story of the beast, and, most importantly the story of beauty and the beast would not be able to have it is horrifying conclusion dealt to the audience, and as that is one of the key elements of the film it would be a real shame. besides that, borowczyk keeps his audience entertained through these scenes, not with shocks, but with dialogue and the upper class persona of the family, along with the beautiful shots of the mansion s ground would not be seen, and therefore the stark contrast between that and the events later on in the film would not exist either. overall, the beast is a shocking film. it is portrayal of a taboo subject and the shocking way it is portrayed will ensure that this film is not for everyone. however, if you can get over the film s shock, and embrace the beast what awaits is a skilful and beautiful piece of art that should not be missed by anyone that is willing to give this film a chance."
positive,"i would like to comment the series as a great effort. the story line although requiring a few improvements was pretty well, especially in season . season however became more of a freak show, and lost da s original charm. season one story line was more interesting, a light side to the life at jam pony while a focused serious plot with manticore chasing down the x series. i was looking forward to new seasons, in fact i still am. i hope the fox guys and da production crew realize that a lot of people still wait for da to make a comeback. even after yrs of it being cancelled, da can make it big if worked on properly, and i think a name like james cameron should take on this challenge."
positive,"one night i stumbled upon this on the satellite station bravo.initially out of curiosity i decided to watch it.to be perfectly honest i was not disappointed.the main character is beautiful and her body is shown off well.you would think her talents would be wasted as a executioner but apparently not after watching the whole film!my only real gripe is the acting of the supporting cast particularly the actor who plays melnik.christ its bad!the prison guard hank is woeful too.all he ever does is get drunk and make ill attempted passes at his co guard wanda though fortunately for us the viewer and for hank he gets down and dirty with wanda near the end. the music used is pretty tense and creates the perfect atmosphere for the executions. this movie is well watching alone for the beautiful,talented and very sexy jennifer thomas"
positive,"the film maybe goes a little far, but if you love the show it is what you expect. it is not a bad movie it is actually pretty good. if you do not like the show, do not see the movie. it starts off a little slow maybe, but then picks up and turns out to be pretty funny. there are even a few heart wrenching scenes toward the end. after all the protagonists have gone through these scences do get to you. also jerry throws in his opinion why his show upsets people and justifies his show s existience. he is got a pretty good point. we care so much about the private details of celebrities lives, so why is it wrong that these people tell their private lives on national tv, too. if they were celebrities we would not mind at all, we would eat it up. do we not like his guest doing this just because they are poor white trash and it reminds us that there really is poverty in this world and not just rich glamous movie stars living in a leave it to beaver world?"
positive,"i happened upon this film by accident, and really enjoyed. timothy busfield s character is without redeeming qualities, and at one point, busfield and star meloni ogle women as they pass by...meloni s take on the parade is different from busfield s. janel maloney is terrific...she looks very much like tea leone, but the major difference here is that janel can actually act. some very nice things in this film and well worth your attention when it is on cable."
positive,"sure it was well shot and made, very well shot and made! but the story was just so weak. and the portrayal of lincoln was even weaker. not that henry fonda was not good but the character he played was nothing but a loon. do you mean to tell me that lincoln was a wise cracking smart ass with no respect of the law or the court. i mean who the hell was he supposed to be? cousin vinnie? i mean come on, i will just call you jackass then ???? i understand that ford was going for great funny hero guy but i did not really like this guy at all. he cheats in sports, talks like a real sweet simpleton and does not seem to know were to sit in a courtroom. how am i supposed to take this seriously. the twist was even weaker. i mean come on! that was just stupid. the whole story seemed like it was thought up by some year old in his or her dreams. saying that i liked it enough, it was very entertaining and made me laugh at several occasions so i cannot say it is a bad film. in fact i must say that i must say it is good enough, nothing that entertains me and makes me laugh can be bad but this vivid and silly story was just so ridiculous that i cannot understand how anyone could consider it great. i have no idea how historically accurate this film was but if any of it was true i would really have to shake my head."
positive,"heartland is a wonderful depiction of what it was really like to live on the frontier. the hard work and individual strength that were needed to survive the hardships of the climate and the lack of medical care are blended with the camaraderie and the interdependence of the settlers. the drama was especially meaningful because the story is based on the diaries of real people whose descendants still live there. it was also nice to see the west inhabited by real people. no one was glamorous or looked as if they had just spent a session with the makeup or costume department. conchatta ferrell is just wonderful. she is an example of the strong, persevering people who came to wyoming in the early th century and let no hardship stand in their way of a new life in a new land."
positive,"i saw the film twice in the space of one week, both times the at a cinema in orpington, kent, uk. the place was packed both times and people had to be turned away. from the start of the film with henry winkler getting injured on the football field the whole audience was in uproar with laughter, laughter that lasted until the credits. for those who love american wrestling this film is a must, but be ready to see henry winkler as you have never seen him before. also look out for a very well known actor whose trademark wrestling move is a head but! if you get a chance watch this movie and it is family comedy entertainment at its best!"
positive,"this is not so bad that it is good, it is purely good! for those who do not understand why, you have the intellect of a four year old in response to a certain comment... anyways, killer tomatoes eat france is a parody of itself, a parody of you, and a parody of me. it is the single most genius text in cinematic history. i have it and the three prequels sitting on my dvd rack next to herzog and kurosawa. it embodies the recognition of absurdity and undermines all that you or me call standard. i write scripts and this movie single handedly opened up a genre of comedy for me, the likes of which we have never seen. it can only be taken in portions... its sort of exploitive... by now i am just trying to take up the ten line minimum. my comment ended a while ago. hopefully it works when i submit it now."
positive,"every great gangster movie has under currents of human drama. do not expect an emotional story of guilt, retribution and despair from scarface . this is a tale of ferocious greed, corruption, and power. the darker side of the fabled american dream . anybody complaining about the cheesiness of this film is missing the point. the superficial characters, cheesy music, and dated fashions further fuel the criticism of this life of diabolical excess. nothing in the lives of these characters really matter, not on any human level at least. in fact the film practically borderlines satire, ironic considering all the gangsta rappers that were positively inspired by the lifestyle of tony montana. this is not brian depalma s strongest directorial effort, it is occasionally excellent and well handled particularly the memorable finale , but frequently sinks to sloppy and misled. thankfully, it is supported by a very strong script by oliver stone probably good therapy for him, considering the coke habit he was tackling at the time . the themes are consistent, with the focus primarily on the life of tony montana, and the evolution of his character as he is consumed by greed and power. the dialogue is also excellent, see sawing comfortably between humour and drama. there are many stand out lines, which have since wormed their way into popular culture in one form or another. the cast help make it what it is as well, but this is really pacino s film. one of his earlier less subtle performances something much more common from him nowadays , this is a world entirely separate from michael corleone and frank serpico. yet he is as watchable here as ever, in very entertaining and intentionally over the top form. it is hard to imagine another tony montana after seeing this film, in possibly one of the most mimicked performances ever. pfeiffer stood out as dull and uncomfortable on first viewing, but i have come to realize how she plays out the part of the bored little wife. not an exceptional effort, but unfairly misjudged. the supporting players are very good too, particularly paul shenar as the suave alejandro sosa. powerful, occasionally humorous, sometimes shocking, and continually controversial. scarface is one of the films of the eighties whatever that might mean to you . an essential and accessible gangster flick, and a pop culture landmark."
positive,"this movie was the best movie i have ever seen. being lds i highly recommend this movie because you are able to feel a more understanding about the life of joseph smith. although the movie was not made with highly acclaimed actors it is a remarkable and life changing movie that can be enjoyed and appreciated by everyone. i saw this movie with my family and i can bear witness that we have all had a change of heart. this movie allows people to really understand how hard the life was for the prophet and how much tribulation he was faced with. after i saw this movie,there was not a single dry eye in the entire room. everyone was touched by what they saw and i have not been the same since i have seen it. i highly recommend this movie for everyone."
positive,"beautiful film, pure cassavetes style. gena rowland gives a stunning performance of a declining actress, dealing with success, aging, loneliness...and alcoholism. she tries to escape her own subconscious ghosts, embodied by the death spectre of a young girl. acceptance of oneself, of human condition, though its overall difficulties, is the real purpose of the film. the parallel between the theatrical sequences and the film itself are puzzling it is like if the stage became a way out for the heroin. if all american movies could only be that top quality, dealing with human relations on an adult level, not trying to infantilize and standardize feelings... one of the best dramas ever. ."
